"TIME","GEO","P_ADJ","UNIT","S_ADJ","NACE_R2","INDIC","Value","Flag and Footnotes"
"2018Q2","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0","p"
"2018Q2","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.9",""
"2018Q3","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2018Q3","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2018Q3","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.3",""
"2018Q3","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2018Q3","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2018Q3","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2018Q3","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.6",""
"2018Q3","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2018Q3","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2018Q3","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9","p"
"2018Q3","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5","p"
"2018Q3","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.2",""
"2018Q3","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2018Q3","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2018Q3","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2018Q3","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.4",""
"2018Q3","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2018Q3","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2018Q3","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.2","p"
"2018Q3","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2018Q3","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2018Q3","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2018Q3","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2018Q3","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2018Q3","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2018Q3","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.2",""
"2018Q3","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.2","p"
"2018Q3","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.3",""
"2018Q4","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2018Q4","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2018Q4","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2018Q4","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2018Q4","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2018Q4","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.1",""
"2018Q4","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2018Q4","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2018Q4","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","7.5",""
"2018Q4","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1","p"
"2018Q4","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3","p"
"2018Q4","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4",""
"2018Q4","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2018Q4","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2018Q4","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2018Q4","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2018Q4","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2018Q4","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.9",""
"2018Q4","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2","p"
"2018Q4","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.1",""
"2018Q4","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2018Q4","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0",""
"2018Q4","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.9",""
"2018Q4","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.3",""
"2018Q4","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2018Q4","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2018Q4","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2018Q4","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2019Q1","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.8",""
"2019Q1","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2019Q1","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","6.7",""
"2019Q1","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2019Q1","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2019Q1","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2019Q1","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2019Q1","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2019Q1","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-7.5",""
"2019Q1","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3","p"
"2019Q1","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7","p"
"2019Q1","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2019Q1","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q1","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q1","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2019Q1","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.6",""
"2019Q1","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2019Q1","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.6",""
"2019Q1","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-4.5","p"
"2019Q1","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q1","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.8",""
"2019Q1","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2019Q1","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.3",""
"2019Q1","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.0",""
"2019Q1","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q1","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.2",""
"2019Q1","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.3","p"
"2019Q1","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2019Q2","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2019Q2","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2019Q2","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2019Q2","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2019Q2","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2019Q2","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.8",""
"2019Q2","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.2",""
"2019Q2","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2019Q2","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2019Q2","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0","p"
"2019Q2","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.7","p"
"2019Q2","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q2","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q2","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.2",""
"2019Q2","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.7",""
"2019Q2","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.9",""
"2019Q2","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2019Q2","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2019Q2","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.9","p"
"2019Q2","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2019Q2","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2019Q2","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.9",""
"2019Q2","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2019Q2","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.4",""
"2019Q2","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2019Q2","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.7",""
"2019Q2","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0","p"
"2019Q2","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.6",""
"2019Q3","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2019Q3","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2019Q3","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2019Q3","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q3","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q3","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0",""
"2019Q3","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2019Q3","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2019Q3","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.6",""
"2019Q3","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7","p"
"2019Q3","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7","p"
"2019Q3","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0",""
"2019Q3","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2019Q3","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q3","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2019Q3","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2019Q3","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.1",""
"2019Q3","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2019Q3","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.3","p"
"2019Q3","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2019Q3","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2019Q3","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2019Q3","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2019Q3","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2019Q3","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2019Q3","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2019Q3","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.5","p"
"2019Q3","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.6",""
"2019Q4","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2019Q4","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2019Q4","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2019Q4","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2019Q4","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0",""
"2019Q4","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.9",""
"2019Q4","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q4","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2019Q4","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.1",""
"2019Q4","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3","p"
"2019Q4","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4","p"
"2019Q4","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2019Q4","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2019Q4","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0",""
"2019Q4","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2019Q4","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.1",""
"2019Q4","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2019Q4","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2019Q4","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.0","p"
"2019Q4","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2019Q4","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2019Q4","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q4","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2019Q4","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2019Q4","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2019Q4","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2019Q4","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2019Q4","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2020Q1","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2020Q1","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2020Q1","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.6",""
"2020Q1","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5","p"
"2020Q1","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2020Q1","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2020Q1","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2020Q1","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.2",""
"2020Q1","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.1",""
"2020Q1","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9","p"
"2020Q1","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0","p"
"2020Q1","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.5",""
"2020Q1","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.1",""
"2020Q1","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2020Q1","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2020Q1","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2020Q1","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.8",""
"2020Q1","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2020Q1","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.0","p"
"2020Q1","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0","p"
"2020Q1","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2020Q1","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2020Q1","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5","p"
"2020Q1","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.3",""
"2020Q1","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2020Q1","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.3","p"
