time,country,sector,value_var,value_100
2017M12,Denmark,capital goods,-0.4,101.6
2017M12,Denmark,durable consumer goods,0.0,100.7
2017M12,Denmark,non-durable consumer goods,0.5,101.4
2017M12,Germany,general,0.0,101.1
2017M12,Germany,intermediate goods,0.2,102.1
2017M12,Germany,energy,0.2,98.6
2017M12,Germany,capital goods,0.0,100.6
2017M12,Germany,durable consumer goods,0.1,101.9
2017M12,Germany,non-durable consumer goods,-0.2,102.3
2017M12,Estonia,general,-0.6,103.6
2017M12,Estonia,intermediate goods,0.1,101.7
2017M12,Estonia,energy,-1.3,105.1
2017M12,Estonia,capital goods,-1.7,105.0
2017M12,Estonia,durable consumer goods,0.6,104.8
2017M12,Estonia,non-durable consumer goods,-0.4,103.5
2017M12,Ireland,general,5.7,97.8
2017M12,Ireland,intermediate goods,0.2,102.4
2017M12,Ireland,energy,0.2,102.4
2017M12,Ireland,capital goods,0.6,100.6
2017M12,Ireland,durable consumer goods,0.0,100.7
2017M12,Ireland,non-durable consumer goods,0.0,101.7
2017M12,Greece,general,0.0,100.9
2017M12,Greece,intermediate goods,0.1,99.8
2017M12,Greece,energy,-0.2,101.9
2017M12,Greece,capital goods,-0.1,100.3
2017M12,Greece,durable consumer goods,0.1,100.5
2017M12,Greece,non-durable consumer goods,0.1,100.5
2017M12,Spain,general,0.2,102.5
2017M12,Spain,intermediate goods,0.4,103.2
2017M12,Spain,energy,0.3,103.4
2017M12,Spain,capital goods,0.0,101.1
2017M12,Spain,durable consumer goods,0.2,101.4
2017M12,Spain,non-durable consumer goods,0.0,101.9
2017M12,France,general,0.2,101.7
2017M12,France,intermediate goods,0.1,100.6
2017M12,France,energy,0.8,107.4
2017M12,France,capital goods,0.1,100.7
2017M12,France,durable consumer goods,-0.4,101.5
2017M12,France,non-durable consumer goods,0.0,99.9
2017M12,Croatia,general,-0.1,99.4
2017M12,Croatia,intermediate goods,0.4,98.7
2017M12,Croatia,energy,-1.1,98.4
2017M12,Croatia,capital goods,-0.1,100.3
2017M12,Croatia,durable consumer goods,0.0,96.0
2017M12,Croatia,non-durable consumer goods,0.1,100.1
2017M12,Italy,general,0.0,101.1
2017M12,Italy,intermediate goods,0.1,102.4
2017M12,Italy,energy,-0.1,99.6
2017M12,Italy,capital goods,0.0,100.9
2017M12,Italy,durable consumer goods,0.0,100.9
2017M12,Italy,non-durable consumer goods,0.2,101.5
2017M12,Cyprus,general,-0.1,97.3
2017M12,Cyprus,intermediate goods,-0.5,98.5
2017M12,Cyprus,energy,-0.2,88.9
2017M12,Cyprus,capital goods,-0.4,100.5
2017M12,Cyprus,durable consumer goods,0.0,100.9
2017M12,Cyprus,non-durable consumer goods,0.2,100.1
2017M12,Latvia,general,0.2,100.9
2017M12,Latvia,intermediate goods,0.4,102.6
2017M12,Latvia,energy,-0.1,92.1
2017M12,Latvia,capital goods,0.0,96.4
2017M12,Latvia,durable consumer goods,0.3,100.4
2017M12,Latvia,non-durable consumer goods,0.1,106.9
2017M12,Lithuania,general,0.3,102.8
2017M12,Lithuania,intermediate goods,1.0,97.7
2017M12,Lithuania,energy,0.4,110.6
2017M12,Lithuania,capital goods,0.6,98.2
2017M12,Lithuania,durable consumer goods,-0.2,98.8
2017M12,Lithuania,non-durable consumer goods,-0.8,105.8
2017M12,Luxembourg,general,0.4,102.9
2017M12,Luxembourg,intermediate goods,0.2,106.6
2017M12,Luxembourg,energy,0.0,76.6
2017M12,Luxembourg,capital goods,-0.1,107.0
2017M12,Luxembourg,durable consumer goods,0.0,100.7
2017M12,Luxembourg,non-durable consumer goods,1.1,107.5
2017M12,Hungary,general,-0.1,103.6
2017M12,Hungary,intermediate goods,0.7,105.8
2017M12,Hungary,energy,-0.2,101.4
2017M12,Hungary,capital goods,-0.5,104.1
2017M12,Hungary,durable consumer goods,0.0,93.0
2017M12,Hungary,non-durable consumer goods,0.0,104.7
2017M12,Malta,general,-0.2,102.7
2017M12,Malta,intermediate goods,-1.0,108.5
2017M12,Malta,energy,0.0,96.0
2017M12,Malta,capital goods,0.0,102.8
2017M12,Malta,durable consumer goods,0.0,92.9
2017M12,Malta,non-durable consumer goods,0.5,99.8
2017M12,Netherlands,general,0.2,102.2
2017M12,Netherlands,intermediate goods,0.4,102.3
2017M12,Netherlands,energy,0.8,100.8
2017M12,Netherlands,capital goods,-0.2,101.6
2017M12,Netherlands,durable consumer goods,0.0,103.4
2017M12,Netherlands,non-durable consumer goods,-0.1,103.4
2017M12,Austria,general,-0.1,100.9
2017M12,Austria,intermediate goods,0.0,102.0
2017M12,Austria,energy,-0.3,98.6
2017M12,Austria,capital goods,0.0,101.1
2017M12,Austria,durable consumer goods,0.0,100.5
2017M12,Austria,non-durable consumer goods,-0.4,101.8
2017M12,Poland,general,-0.3,103.0
2017M12,Poland,intermediate goods,-0.4,103.2
2017M12,Poland,energy,-0.1,107.7
2017M12,Poland,capital goods,-0.4,100.5
2017M12,Poland,durable consumer goods,-0.2,99.1
2017M12,Poland,non-durable consumer goods,-0.4,103.7
2017M12,Portugal,general,-0.1,101.2
2017M12,Portugal,intermediate goods,0.1,102.7
2017M12,Portugal,energy,-0.7,99.9
2017M12,Portugal,capital goods,-0.1,99.5
2017M12,Portugal,durable consumer goods,0.1,100.8
2017M12,Portugal,non-durable consumer goods,0.2,101.2
2017M12,Romania,general,0.2,103.4
2017M12,Romania,intermediate goods,1.0,103.4
2017M12,Romania,energy,-1.1,98.2
2017M12,Romania,capital goods,0.2,105.6
2017M12,Romania,durable consumer goods,0.3,106.3
2017M12,Romania,non-durable consumer goods,0.4,106.3
2017M12,Slovenia,general,0.2,101.6
2017M12,Slovenia,intermediate goods,0.2,102.8
2017M12,Slovenia,energy,0.4,93.1
2017M12,Slovenia,capital goods,0.2,99.7
2017M12,Slovenia,durable consumer goods,0.4,100.5
2017M12,Slovenia,non-durable consumer goods,0.1,102.9
2017M12,Slovakia,general,-0.2,98.4
2017M12,Slovakia,intermediate goods,0.1,101.9
2017M12,Slovakia,energy,1.1,95.7
2017M12,Slovakia,capital goods,-0.5,98.5
2017M12,Slovakia,durable consumer goods,-1.0,91.1
2017M12,Slovakia,non-durable consumer goods,-0.8,103.2
2017M12,Finland,general,0.2,102.5
2017M12,Finland,intermediate goods,0.3,102.5
2017M12,Finland,energy,0.2,102.4
2017M12,Finland,capital goods,0.5,102.5
2017M12,Finland,durable consumer goods,0.9,103.1
2017M12,Finland,non-durable consumer goods,-0.1,100.0
2017M12,Sweden,general,1.6,106.4
2017M12,Sweden,intermediate goods,1.5,106.6
2017M12,Sweden,energy,3.5,116.7
2017M12,Sweden,capital goods,1.4,103.5
2017M12,Sweden,durable consumer goods,1.9,106.5
2017M12,Sweden,non-durable consumer goods,0.3,102.9
2018M01,EU,general,0.4,102.1
2018M01,EU,intermediate goods,0.6,103.0
2018M01,EU,energy,0.9,103.3
2018M01,EU,capital goods,0.1,100.7
2018M01,EU,durable consumer goods,0.2,100.9
2018M01,EU,non-durable consumer goods,-0.2,101.5
2018M01,Belgium,general,0.4,110.3
2018M01,Belgium,intermediate goods,0.5,110.7
2018M01,Belgium,energy,1.1,117.6
2018M01,Belgium,capital goods,0.4,101.7
2018M01,Belgium,durable consumer goods,0.2,101.3
2018M01,Belgium,non-durable consumer goods,-0.9,102.4
2018M01,Bulgaria,general,0.9,104.5
2018M01,Bulgaria,intermediate goods,0.2,105.5
2018M01,Bulgaria,energy,2.5,105.7
2018M01,Bulgaria,capital goods,0.8,102.7
2018M01,Bulgaria,durable consumer goods,-0.4,101.1
2018M01,Bulgaria,non-durable consumer goods,-0.4,102.4
2018M01,Czechia,general,0.2,96.8
2018M01,Czechia,intermediate goods,0.1,97.7
2018M01,Czechia,energy,2.2,98.3
2018M01,Czechia,capital goods,-0.1,94.6
2018M01,Czechia,durable consumer goods,-0.5,92.7
2018M01,Czechia,non-durable consumer goods,-0.1,99.0
2018M01,Denmark,general,0.7,102.7
2018M01,Denmark,intermediate goods,-0.2,100.2
2018M01,Denmark,energy,4.7,110.8
2018M01,Denmark,capital goods,0.0,101.6
2018M01,Denmark,durable consumer goods,0.0,100.7
2018M01,Denmark,non-durable consumer goods,-0.2,101.2
2018M01,Germany,general,0.4,101.5
2018M01,Germany,intermediate goods,0.7,102.8
2018M01,Germany,energy,0.3,98.9
2018M01,Germany,capital goods,0.3,100.9
2018M01,Germany,durable consumer goods,0.4,102.3
2018M01,Germany,non-durable consumer goods,-0.2,102.1
2018M01,Estonia,general,1.8,105.5
2018M01,Estonia,intermediate goods,1.9,103.6
2018M01,Estonia,energy,4.9,110.3
2018M01,Estonia,capital goods,0.9,105.9
2018M01,Estonia,durable consumer goods,1.0,105.8
2018M01,Estonia,non-durable consumer goods,1.7,105.3
2018M01,Ireland,general,-1.2,96.6
2018M01,Ireland,intermediate goods,0.6,103.0
2018M01,Ireland,energy,0.9,103.3
2018M01,Ireland,capital goods,0.1,100.7
2018M01,Ireland,durable consumer goods,0.2,100.9
2018M01,Ireland,non-durable consumer goods,-0.2,101.5
2018M01,Greece,general,0.9,101.8
2018M01,Greece,intermediate goods,0.2,100.0
2018M01,Greece,energy,2.1,104.0
2018M01,Greece,capital goods,0.6,100.9
2018M01,Greece,durable consumer goods,-0.1,100.4
2018M01,Greece,non-durable consumer goods,-0.2,100.3
2018M01,Spain,general,0.0,102.5
2018M01,Spain,intermediate goods,0.3,103.5
2018M01,Spain,energy,-0.3,103.1
2018M01,Spain,capital goods,0.1,101.2
2018M01,Spain,durable consumer goods,0.2,101.6
2018M01,Spain,non-durable consumer goods,0.1,102.0
2018M01,France,general,-0.2,101.5
2018M01,France,intermediate goods,0.5,101.1
2018M01,France,energy,-1.4,105.9
2018M01,France,capital goods,0.0,100.7
2018M01,France,durable consumer goods,0.2,101.7
2018M01,France,non-durable consumer goods,-0.3,99.6
2018M01,Croatia,general,0.2,99.6
2018M01,Croatia,intermediate goods,0.1,98.8
2018M01,Croatia,energy,1.6,100.0
2018M01,Croatia,capital goods,0.2,100.5
2018M01,Croatia,durable consumer goods,-0.4,95.6
2018M01,Croatia,non-durable consumer goods,-0.5,99.6
2018M01,Italy,general,0.6,101.7
2018M01,Italy,intermediate goods,0.3,102.7
2018M01,Italy,energy,2.1,101.7
2018M01,Italy,capital goods,0.1,101.0
2018M01,Italy,durable consumer goods,0.2,101.1
2018M01,Italy,non-durable consumer goods,-0.1,101.4
2018M01,Cyprus,general,0.4,97.7
2018M01,Cyprus,intermediate goods,0.2,98.7
2018M01,Cyprus,energy,3.6,92.1
2018M01,Cyprus,capital goods,0.2,100.7
2018M01,Cyprus,durable consumer goods,0.4,101.3
2018M01,Cyprus,non-durable consumer goods,-0.9,99.2
2018M01,Latvia,general,0.8,101.7
2018M01,Latvia,intermediate goods,1.5,104.1
2018M01,Latvia,energy,1.3,93.3
2018M01,Latvia,capital goods,0.7,97.1
2018M01,Latvia,durable consumer goods,0.5,100.9
2018M01,Latvia,non-durable consumer goods,-0.3,106.6
2018M01,Lithuania,general,1.2,104.0
2018M01,Lithuania,intermediate goods,0.6,98.3
2018M01,Lithuania,energy,3.2,114.1
2018M01,Lithuania,capital goods,0.1,98.3
2018M01,Lithuania,durable consumer goods,0.6,99.4
2018M01,Lithuania,non-durable consumer goods,-0.2,105.6
2018M01,Luxembourg,general,0.1,103.0
2018M01,Luxembourg,intermediate goods,-0.6,106.0
2018M01,Luxembourg,energy,0.4,76.9
2018M01,Luxembourg,capital goods,-0.1,106.9
2018M01,Luxembourg,durable consumer goods,0.2,100.9
2018M01,Luxembourg,non-durable consumer goods,2.6,110.3
2018M01,Hungary,general,0.3,103.9
2018M01,Hungary,intermediate goods,0.0,105.8
2018M01,Hungary,energy,1.3,102.7
2018M01,Hungary,capital goods,0.5,104.6
2018M01,Hungary,durable consumer goods,-1.1,92.0
2018M01,Hungary,non-durable consumer goods,-0.5,104.2
2018M01,Malta,general,-0.2,102.5
2018M01,Malta,intermediate goods,0.0,108.5
2018M01,Malta,energy,0.0,96.0
2018M01,Malta,capital goods,0.0,102.8
2018M01,Malta,durable consumer goods,0.0,92.9
2018M01,Malta,non-durable consumer goods,-0.5,99.3
2018M01,Netherlands,general,0.6,102.8
2018M01,Netherlands,intermediate goods,1.0,103.3
2018M01,Netherlands,energy,2.0,102.8
2018M01,Netherlands,capital goods,0.2,101.8
2018M01,Netherlands,durable consumer goods,0.8,104.2
2018M01,Netherlands,non-durable consumer goods,-0.7,102.7
2018M01,Austria,general,0.4,101.3
2018M01,Austria,intermediate goods,0.7,102.7
2018M01,Austria,energy,0.4,99.0
2018M01,Austria,capital goods,0.5,101.6
2018M01,Austria,durable consumer goods,0.1,100.6
2018M01,Austria,non-durable consumer goods,-0.2,101.6
2018M01,Poland,general,0.1,103.1
2018M01,Poland,intermediate goods,0.4,103.6
2018M01,Poland,energy,0.5,108.2
2018M01,Poland,capital goods,0.0,100.5
2018M01,Poland,durable consumer goods,0.3,99.4
2018M01,Poland,non-durable consumer goods,-0.7,103.0
2018M01,Portugal,general,0.8,102.0
2018M01,Portugal,intermediate goods,0.2,102.9
2018M01,Portugal,energy,3.9,103.8
2018M01,Portugal,capital goods,0.0,99.5
2018M01,Portugal,durable consumer goods,0.1,100.9
2018M01,Portugal,non-durable consumer goods,-0.6,100.6
2018M01,Romania,general,1.3,104.7
2018M01,Romania,intermediate goods,1.0,104.4
2018M01,Romania,energy,2.6,100.8
2018M01,Romania,capital goods,0.8,106.4
2018M01,Romania,durable consumer goods,0.5,106.8
2018M01,Romania,non-durable consumer goods,0.7,107.0
2018M01,Slovenia,general,0.5,102.1
2018M01,Slovenia,intermediate goods,0.6,103.4
2018M01,Slovenia,energy,0.9,93.9
2018M01,Slovenia,capital goods,0.3,100.0
2018M01,Slovenia,durable consumer goods,-0.5,100.0
2018M01,Slovenia,non-durable consumer goods,1.0,103.9
2018M01,Slovakia,general,0.7,99.1
2018M01,Slovakia,intermediate goods,0.1,102.0
2018M01,Slovakia,energy,2.3,97.9
2018M01,Slovakia,capital goods,0.4,98.9
2018M01,Slovakia,durable consumer goods,-0.3,90.8
2018M01,Slovakia,non-durable consumer goods,0.4,103.6
2018M01,Finland,general,0.6,103.1
2018M01,Finland,intermediate goods,0.7,103.2
2018M01,Finland,energy,0.9,103.3
2018M01,Finland,capital goods,0.3,102.8
2018M01,Finland,durable consumer goods,0.2,103.3
2018M01,Finland,non-durable consumer goods,0.2,100.2
2018M01,Sweden,general,0.8,107.2
2018M01,Sweden,intermediate goods,1.0,107.7
2018M01,Sweden,energy,2.5,119.6
2018M01,Sweden,capital goods,0.3,103.8
2018M01,Sweden,durable consumer goods,-0.9,105.5
2018M01,Sweden,non-durable consumer goods,0.2,103.1
2018M02,EU,general,-0.1,102.0
2018M02,EU,intermediate goods,0.3,103.3
2018M02,EU,energy,-0.5,102.8
2018M02,EU,capital goods,0.0,100.7
2018M02,EU,durable consumer goods,0.1,101.0
2018M02,EU,non-durable consumer goods,-0.3,101.2
2018M02,Belgium,general,-0.5,109.7
2018M02,Belgium,intermediate goods,0.4,111.1
2018M02,Belgium,energy,-1.7,115.6
2018M02,Belgium,capital goods,0.2,101.9
2018M02,Belgium,durable consumer goods,0.2,101.5
2018M02,Belgium,non-durable consumer goods,-1.6,100.8
2018M02,Bulgaria,general,-0.7,103.8
2018M02,Bulgaria,intermediate goods,-0.4,105.1
2018M02,Bulgaria,energy,-1.4,104.2
2018M02,Bulgaria,capital goods,0.1,102.8
2018M02,Bulgaria,durable consumer goods,0.1,101.2
2018M02,Bulgaria,non-durable consumer goods,-0.2,102.2
2018M02,Czechia,general,-0.3,96.5
2018M02,Czechia,intermediate goods,-0.1,97.6
2018M02,Czechia,energy,-0.6,97.7
2018M02,Czechia,capital goods,-0.2,94.4
2018M02,Czechia,durable consumer goods,-0.5,92.2
2018M02,Czechia,non-durable consumer goods,-0.7,98.3
2018M02,Denmark,general,0.0,102.7
2018M02,Denmark,intermediate goods,-0.1,100.1
2018M02,Denmark,energy,1.5,112.5
2018M02,Denmark,capital goods,0.2,101.8
2018M02,Denmark,durable consumer goods,0.1,100.8
2018M02,Denmark,non-durable consumer goods,-1.0,100.2
2018M02,Germany,general,-0.1,101.4
2018M02,Germany,intermediate goods,0.3,103.1
2018M02,Germany,energy,-0.7,98.2
2018M02,Germany,capital goods,0.0,100.9
2018M02,Germany,durable consumer goods,-0.1,102.2
2018M02,Germany,non-durable consumer goods,-0.2,101.9
2018M02,Estonia,general,-0.8,104.7
2018M02,Estonia,intermediate goods,-0.4,103.2
2018M02,Estonia,energy,6.4,117.4
2018M02,Estonia,capital goods,-6.1,99.4
2018M02,Estonia,durable consumer goods,-0.2,105.6
2018M02,Estonia,non-durable consumer goods,1.3,106.7
2018M02,Ireland,general,-0.4,96.2
2018M02,Ireland,intermediate goods,0.3,103.3
2018M02,Ireland,energy,-0.5,102.8
2018M02,Ireland,capital goods,0.0,100.7
2018M02,Ireland,durable consumer goods,0.1,101.0
2018M02,Ireland,non-durable consumer goods,-0.3,101.2
2018M02,Greece,general,-1.4,100.4
2018M02,Greece,intermediate goods,0.2,100.2
2018M02,Greece,energy,-3.0,100.9
2018M02,Greece,capital goods,0.0,100.9
2018M02,Greece,durable consumer goods,0.1,100.5
2018M02,Greece,non-durable consumer goods,-0.4,99.9
2018M02,Spain,general,-0.1,102.4
2018M02,Spain,intermediate goods,0.4,103.9
2018M02,Spain,energy,-0.7,102.4
2018M02,Spain,capital goods,-0.2,101.0
2018M02,Spain,durable consumer goods,0.2,101.8
2018M02,Spain,non-durable consumer goods,0.0,102.0
2018M02,France,general,0.2,101.7
2018M02,France,intermediate goods,0.4,101.5
2018M02,France,energy,0.5,106.4
2018M02,France,capital goods,-0.1,100.6
2018M02,France,durable consumer goods,0.0,101.7
2018M02,France,non-durable consumer goods,-0.1,99.5
2018M02,Croatia,general,-0.8,98.8
2018M02,Croatia,intermediate goods,0.0,98.8
2018M02,Croatia,energy,-3.3,96.7
2018M02,Croatia,capital goods,0.1,100.6
2018M02,Croatia,durable consumer goods,-0.4,95.2
2018M02,Croatia,non-durable consumer goods,-0.1,99.5
2018M02,Italy,general,0.2,101.9
2018M02,Italy,intermediate goods,0.2,102.9
2018M02,Italy,energy,0.5,102.2
2018M02,Italy,capital goods,0.1,101.1
2018M02,Italy,durable consumer goods,0.0,101.1
2018M02,Italy,non-durable consumer goods,-0.1,101.3
2018M02,Cyprus,general,-0.3,97.4
2018M02,Cyprus,intermediate goods,0.1,98.8
2018M02,Cyprus,energy,0.1,92.2
2018M02,Cyprus,capital goods,0.0,100.7
2018M02,Cyprus,durable consumer goods,0.0,101.3
2018M02,Cyprus,non-durable consumer goods,-0.8,98.4
2018M02,Latvia,general,0.5,102.2
2018M02,Latvia,intermediate goods,0.6,104.7
2018M02,Latvia,energy,1.1,94.3
2018M02,Latvia,capital goods,0.0,97.1
2018M02,Latvia,durable consumer goods,0.5,101.4
2018M02,Latvia,non-durable consumer goods,-0.1,106.5
2018M02,Lithuania,general,-1.7,102.2
2018M02,Lithuania,intermediate goods,-0.3,98.0
2018M02,Lithuania,energy,-4.7,108.7
2018M02,Lithuania,capital goods,-0.5,97.8
2018M02,Lithuania,durable consumer goods,1.5,100.9
2018M02,Lithuania,non-durable consumer goods,-1.3,104.2
2018M02,Luxembourg,general,1.7,104.8
2018M02,Luxembourg,intermediate goods,3.0,109.2
2018M02,Luxembourg,energy,0.0,76.9
2018M02,Luxembourg,capital goods,-0.2,106.7
2018M02,Luxembourg,durable consumer goods,0.1,101.0
2018M02,Luxembourg,non-durable consumer goods,0.4,110.7
2018M02,Hungary,general,0.9,104.8
2018M02,Hungary,intermediate goods,0.9,106.8
2018M02,Hungary,energy,0.9,103.6
2018M02,Hungary,capital goods,1.0,105.6
2018M02,Hungary,durable consumer goods,1.0,92.9
2018M02,Hungary,non-durable consumer goods,0.3,104.5
2018M02,Malta,general,0.3,102.8
2018M02,Malta,intermediate goods,0.6,109.2
2018M02,Malta,energy,0.0,96.0
2018M02,Malta,capital goods,-0.2,102.6
2018M02,Malta,durable consumer goods,0.0,92.9
2018M02,Malta,non-durable consumer goods,-0.1,99.2
2018M02,Netherlands,general,-0.7,102.1
2018M02,Netherlands,intermediate goods,0.3,103.6
2018M02,Netherlands,energy,-4.7,98.0
2018M02,Netherlands,capital goods,0.2,102.0
2018M02,Netherlands,durable consumer goods,0.0,104.2
2018M02,Netherlands,non-durable consumer goods,0.1,102.8
2018M02,Austria,general,0.0,101.3
2018M02,Austria,intermediate goods,0.3,103.0
2018M02,Austria,energy,-0.7,98.3
2018M02,Austria,capital goods,0.0,101.6
2018M02,Austria,durable consumer goods,-0.1,100.5
2018M02,Austria,non-durable consumer goods,0.2,101.8
2018M02,Poland,general,-0.2,102.9
2018M02,Poland,intermediate goods,0.3,103.9
2018M02,Poland,energy,-1.3,106.8
2018M02,Poland,capital goods,-0.2,100.3
2018M02,Poland,durable consumer goods,0.1,99.5
2018M02,Poland,non-durable consumer goods,-0.1,102.9
2018M02,Portugal,general,0.2,102.2
2018M02,Portugal,intermediate goods,0.5,103.4
2018M02,Portugal,energy,0.3,104.1
2018M02,Portugal,capital goods,0.1,99.6
2018M02,Portugal,durable consumer goods,-0.3,100.6
2018M02,Portugal,non-durable consumer goods,0.0,100.6
2018M02,Romania,general,0.2,104.9
2018M02,Romania,intermediate goods,1.0,105.4
2018M02,Romania,energy,-0.8,100.0
2018M02,Romania,capital goods,0.3,106.7
2018M02,Romania,durable consumer goods,0.7,107.5
2018M02,Romania,non-durable consumer goods,-0.1,106.9
2018M02,Slovenia,general,0.3,102.4
2018M02,Slovenia,intermediate goods,0.2,103.6
2018M02,Slovenia,energy,3.1,96.8
2018M02,Slovenia,capital goods,0.2,100.2
2018M02,Slovenia,durable consumer goods,0.0,100.0
2018M02,Slovenia,non-durable consumer goods,-0.4,103.5
2018M02,Slovakia,general,0.6,99.7
2018M02,Slovakia,intermediate goods,1.0,103.0
2018M02,Slovakia,energy,1.7,99.6
2018M02,Slovakia,capital goods,0.0,98.9
2018M02,Slovakia,durable consumer goods,1.2,91.9
2018M02,Slovakia,non-durable consumer goods,-1.0,102.6
2018M02,Finland,general,0.4,103.5
2018M02,Finland,intermediate goods,0.6,103.8
2018M02,Finland,energy,-0.5,102.8
2018M02,Finland,capital goods,0.1,102.9
2018M02,Finland,durable consumer goods,0.2,103.5
2018M02,Finland,non-durable consumer goods,-0.1,100.1
2018M02,Sweden,general,-0.4,106.8
2018M02,Sweden,intermediate goods,-0.5,107.2
2018M02,Sweden,energy,0.1,119.7
2018M02,Sweden,capital goods,-0.6,103.2
2018M02,Sweden,durable consumer goods,1.3,106.9
2018M02,Sweden,non-durable consumer goods,-0.6,102.5
2018M03,EU,general,0.1,102.1
2018M03,EU,intermediate goods,0.2,103.5
2018M03,EU,energy,-0.1,102.7
2018M03,EU,capital goods,0.1,100.8
2018M03,EU,durable consumer goods,0.2,101.2
2018M03,EU,non-durable consumer goods,0.1,101.3
2018M03,Belgium,general,-0.3,109.4
2018M03,Belgium,intermediate goods,0.0,111.1
2018M03,Belgium,energy,-0.4,115.1
2018M03,Belgium,capital goods,-0.2,101.7
2018M03,Belgium,durable consumer goods,0.1,101.6
2018M03,Belgium,non-durable consumer goods,-0.3,100.5
2018M03,Bulgaria,general,0.0,103.8
2018M03,Bulgaria,intermediate goods,-0.3,104.8
2018M03,Bulgaria,energy,0.1,104.3
2018M03,Bulgaria,capital goods,-0.2,102.6
2018M03,Bulgaria,durable consumer goods,0.3,101.5
2018M03,Bulgaria,non-durable consumer goods,0.3,102.5
2018M03,Czechia,general,0.4,96.9
2018M03,Czechia,intermediate goods,0.5,98.1
2018M03,Czechia,energy,0.0,97.7
2018M03,Czechia,capital goods,0.3,94.7
2018M03,Czechia,durable consumer goods,0.2,92.4
2018M03,Czechia,non-durable consumer goods,0.1,98.4
2018M03,Denmark,general,-0.3,102.4
2018M03,Denmark,intermediate goods,0.2,100.3
2018M03,Denmark,energy,0.5,113.1
2018M03,Denmark,capital goods,0.0,101.8
2018M03,Denmark,durable consumer goods,0.0,100.8
2018M03,Denmark,non-durable consumer goods,-1.4,98.8
2018M03,Germany,general,0.1,101.5
2018M03,Germany,intermediate goods,0.0,103.1
2018M03,Germany,energy,0.2,98.4
2018M03,Germany,capital goods,0.0,100.9
2018M03,Germany,durable consumer goods,0.1,102.3
2018M03,Germany,non-durable consumer goods,0.2,102.1
2018M03,Estonia,general,0.2,104.9
2018M03,Estonia,intermediate goods,0.1,103.3
2018M03,Estonia,energy,2.1,119.9
2018M03,Estonia,capital goods,-0.1,99.3
2018M03,Estonia,durable consumer goods,-0.3,105.3
2018M03,Estonia,non-durable consumer goods,-0.2,106.5
2018M03,Ireland,general,0.6,96.8
2018M03,Ireland,intermediate goods,0.2,103.5
2018M03,Ireland,energy,-0.1,102.7
2018M03,Ireland,capital goods,0.1,100.8
2018M03,Ireland,durable consumer goods,0.2,101.2
2018M03,Ireland,non-durable consumer goods,0.1,101.3
2018M03,Greece,general,-0.1,100.3
2018M03,Greece,intermediate goods,-0.1,100.1
2018M03,Greece,energy,-0.2,100.7
2018M03,Greece,capital goods,0.0,100.9
2018M03,Greece,durable consumer goods,0.0,100.5
2018M03,Greece,non-durable consumer goods,-0.1,99.8
2018M03,Spain,general,-0.8,101.6
2018M03,Spain,intermediate goods,0.2,104.1
2018M03,Spain,energy,-3.9,98.4
2018M03,Spain,capital goods,-0.2,100.8
2018M03,Spain,durable consumer goods,0.1,101.9
2018M03,Spain,non-durable consumer goods,0.0,102.0
2018M03,France,general,0.1,101.8
2018M03,France,intermediate goods,0.2,101.7
2018M03,France,energy,0.0,106.4
2018M03,France,capital goods,0.3,100.9
2018M03,France,durable consumer goods,0.2,101.9
2018M03,France,non-durable consumer goods,0.2,99.7
2018M03,Croatia,general,0.0,98.8
2018M03,Croatia,intermediate goods,0.1,98.9
2018M03,Croatia,energy,0.4,97.1
2018M03,Croatia,capital goods,-0.1,100.5
2018M03,Croatia,durable consumer goods,0.1,95.3
2018M03,Croatia,non-durable consumer goods,-0.2,99.3
2018M03,Italy,general,0.2,102.1
2018M03,Italy,intermediate goods,0.3,103.2
2018M03,Italy,energy,0.4,102.6
2018M03,Italy,capital goods,0.0,101.1
2018M03,Italy,durable consumer goods,0.1,101.2
2018M03,Italy,non-durable consumer goods,0.1,101.4
2018M03,Cyprus,general,0.5,97.9
2018M03,Cyprus,intermediate goods,0.0,98.8
2018M03,Cyprus,energy,1.6,93.7
2018M03,Cyprus,capital goods,0.0,100.7
2018M03,Cyprus,durable consumer goods,0.4,101.7
2018M03,Cyprus,non-durable consumer goods,0.3,98.7
2018M03,Latvia,general,0.2,102.4
2018M03,Latvia,intermediate goods,0.2,104.9
2018M03,Latvia,energy,0.0,94.3
2018M03,Latvia,capital goods,0.4,97.5
2018M03,Latvia,durable consumer goods,-0.5,100.9
2018M03,Latvia,non-durable consumer goods,0.3,106.8
2018M03,Lithuania,general,0.0,102.2
2018M03,Lithuania,intermediate goods,0.6,98.6
2018M03,Lithuania,energy,-1.4,107.2
2018M03,Lithuania,capital goods,-0.1,97.7
2018M03,Lithuania,durable consumer goods,1.0,101.9
2018M03,Lithuania,non-durable consumer goods,0.4,104.6
2018M03,Luxembourg,general,-0.5,104.3
2018M03,Luxembourg,intermediate goods,-1.0,108.1
2018M03,Luxembourg,energy,0.0,76.9
2018M03,Luxembourg,capital goods,0.1,106.8
2018M03,Luxembourg,durable consumer goods,0.2,101.2
2018M03,Luxembourg,non-durable consumer goods,0.2,110.9
2018M03,Hungary,general,0.0,104.8
2018M03,Hungary,intermediate goods,0.3,107.1
2018M03,Hungary,energy,-0.4,103.2
2018M03,Hungary,capital goods,-0.1,105.5
